31,35
31,2
31,1
31,1
31,1
31,05
31,1
31,3
32,75
31,9
30,3
29,15
29,7
29,65
30,1
29,4
29
29,05
29,1
29,35
29,35
29,6
29,6
29,65
29,65
29,75
29,65
29,65
29,45
29,1
29,1
27
27,8
28,6
28,4
28,25
28,5
28,8
28,7
28,6
28,65
28,2
28,2
28,9
28,4
29,25
29
28,85
28,7
28,4
28,4
28,45
28,45
28,5
28,5
29,2
29,6
29,6
29,6
29,6
29,65
29,85
30
30,15
30,45
30,35
30,7
30,75
30,75
30,55
30,65
30,65
30,6
30,5
30,55
30,85
30,8
30,8
30,75
30,8
30,7
30,6
30,65
30,25
30,25
30,15
30,05
30
29,85
29,8
30
30,05
29,7
29,85
30,35
30,35
30,05
30,1
30,4
30,35
30,35
30,3
30,35
30,4
30,4
30,35
30,6
30,65
30,6
30,75
31,05
31,2
31,3
31,55
31,6
31,55
31,5
31,5
31,3
31,1
31,15
31,2
31,25
31,35
31,35
31,35
31,3
31,3
31,4
31,5
31,6
31,7
31,8
31,85
31,8
31,75
31,65
31,65
31,6
31,6
31,45
31,5
31,75
31,85
31,95
32
32,25
32,15
32,25
32,1
32,1
32
32,15
32
31,9
32
31,95
31,9
31,85
31,75
31,65
31,65
31,7
31,7
31,8
31,7
31,7
31,65
31,65
31,65
31,65
31,4
31,4
31,3
31,3
31,2
31,15
31,25
31,4
31,4
31,45
31,4
31,4
31,35
31,35
31,3
31,15
30,9
30,65
30,45
30
30,15
30,55
30,25
30,55
30,85
30,7
30,45
30,75
30,6
30,5
30,6
30,55
30,5
30,55
30,45
30,45
30,25
30,25
30,25
30,25
30,35
30,45
30,45
30,35
30,4
30,35
30,4
30,25
30,15
30,1
30,15
30,15
29,3
29,32
29,5
29,5
29,5
29,5
29,5
29,87
29,7
29,62
29,35
29,57
29,4
29,4
29,37
29,3
29,4
29,4
29,4
29,4
29,22
28,55
28,62
28,67
28,6
29,07
29,07
29,07
30,12
30
29,8
29,65
29,65
29,4
29,55
29,55
29,2
29,3
29,3
29,5
29,55
29,55
29,75
29,9
29,7
29,75
29,9
29,75
29,75
29,7
29,95
30,15
29,97
30,27
30,25
30,2
30,2
30,2
30,2
29,95
29,95
29,75
29,6
29,6
29,65
29,85
30,12
30,12
30,2
30,25
30,4
30,3
30,2
30,62
30,62
30,72
30,65
30,75
30,75
30,72
30,72
30,92
30,87
30,87
30,77
30,72
30,62
30,6
30,7
30,75
30,7
30,65
30,65
30,65
30,8
30,8
30,8
30,75
30,8
30,8
30,8
30,75
30,75
30,75
30,8
30,75
30,65
30,65
30,6
30,55
30,5
30,5
30,5
30,45
30,4
30,45
30,4
30,25
30,25
30,17
30,15
30,15
30,25
30,2
30,3
30,35
30,35
30,55
30,65
31
30,75
30,75
30,75
30,45
30,5
30,5
30,6
30,6
30,85
30,75
30,85
30,75
30,7
30,75
30,55
30,45
30,4
30,2
30,2
30,1
30,15
30,05
29,8
29,7
29,6
29,25
29,15
29,55
29,35
29,3
29,55
29,75
29,6
29,45
29,45
29,6
29,65
29,5
29,4
29,35
29,1
29
28,9
29
28,75
28,65
28,45
28,3
28,2
28,05
27,85
27,7
27,65
27,65
28,05
29,1
28,85
28,95
29,3
29,35
29,35
29,15
29,05
29,25
29,2
29,05
29,1
29,1
29,3
29,6
29,5
29,5
29,85
29,75
29,8
29,3
29,3
29,3
29,1
28,9
29,25
29,25
29,25
29,5
29,4
29,35
29,3
29,2
29,25
29,35
29,3
29,25
29,25
29,15
29,6
29,6
29,65
29,65
29,6
29,5
29,45
29,4
29,35
29,4
29,35
29,3
29,1
28,75
28,65
27,9
27,55
27,7
28,35
28,1
28,4
28,5
28,6
28,4
28,1
28,5
28,7
28,6
28,5
28,7
28,7
28,65
28,55
28,45
28,45
28,45
28,4
28,05
27,85
27,75
27,6
27,6
27,6
27,15
27,3
27,3
27,5
27,3
27,3
27,5
27,65
27,7
27,5
27,45
27,25
26,7
26,7
26,4
26,6
26,5
26,05
26,2
26,2
26,2
26,2
26,8
26,35
26,35
26,4
26,4
26
25,8
25,2
25,55
25,5
25,45
25,75
25,75
26,1
25,9
25,6
25,7
25,7
25,9
25,5
25,3
25,25
25,55
25,2
25,4
25,65
26,35
26,75
26,5
26,75
27,1
27,25
27,6
28,05
27,4
27,8
27,85
27,8
27,8
27,75
27,7
27,6
28
28
28
28
28
27,2
27,75
27,55
27,75
28
27,75
27,6
27,9
28,1
28,15
28,3
28,85
28,8
29
29,3
29,7
28,1
28,45
28,2
28,25
28,3
28,7
28,8
28,8
28,9
28,9
29,05
29,05
29,25
28,9
28,65
29,15
29,05
28,95
29
29,3
29,6
29,5
29,25
27,85
27,9
27,65
27,6
27,35
27,35
27,3
27,2
27,3
27,15
27,6
27,4
27,6
27,65
27,75
27,9
27,8
27,9
28
27,95
27,8
27,75
27,75
27,55
27,65
27,9
27,85
27,5
27,45
27
27,1
26,9
26,8
26,95
27
27,4
27,3
27,25
27,2
27,3
27,2
27,4
27,5
26,75
26,9
27,1
26,7
26,7
26,9
26,9
26,9
26,9
27
27,45
27,5
27,35
27,1
27,25
27,35
27,5
27,5
27,4
27,7
27,85
28
27,3
27,3
27,35
27,35
27,15
27,2
27,25
27,3
27,25
27,25
27,3
27,4
27,55
27,6
27,7
28
28
28
28,1
28,2
28,2
28
28,1
28,1
28,1
27,95
28,05
28,05
28,3
28,25
28
27,75
27,65
27,9
27,9
28,05
28
27,9
28,1
28,1
28,2
28,7
28,7
28,98
28,4
28,9
28,9
29,1
29,05
29,25
29,3
29,05
29,15
29,25
29
28,65
28,75
29
29,35
29,35
29,55
29,52
29,95
30,3
30,35
