"","NoAttack","Complete","TimeOrdered","Random","DDMI"
"1",0.484039722835888,0.458620832510346,0.398105194675007,0.19578603094222,0.319380603765721
"2",0.483918185212471,0.456993729108448,0.397442669334781,0.192559664823435,0.31874340423026
"3",0.483813101077011,0.45815216605066,0.396454607695072,0.194646289682357,0.317709517925521
"4",0.48429443067759,0.457907695873137,0.396899764258379,0.192129251672018,0.314479636994124
"5",0.483720351083293,0.459739608839003,0.396933742724566,0.19843901833083,0.321845731550422
"6",0.484591583498396,0.459210800741937,0.396545424423046,0.195343543668302,0.318377744535281
"7",0.484232412696599,0.46032805752034,0.396104376510174,0.194747002524855,0.319475132605187
"8",0.484563592982755,0.459555189515654,0.396056903661009,0.195133078469421,0.314971035474949
"9",0.484386713668245,0.458595439972584,0.394817916769449,0.194946573508334,0.31445360214171
"10",0.483629276783744,0.456491968291518,0.397277832903476,0.194230632507332,0.318606903131434
"11",0.484284097025516,0.459276203323787,0.397891510606374,0.197381266528158,0.316169091023806
"12",0.484659935673546,0.459784148478381,0.395813197727282,0.193524007580215,0.318513780324944
"13",0.483831356601166,0.458730556658012,0.398072986218266,0.19640834204923,0.318746326263986
"14",0.48433748269722,0.458362907880593,0.396401583555683,0.19655582934061,0.319498392897507
"15",0.484036389817792,0.457707053192659,0.396911588047195,0.193550384255417,0.31543754717173
"16",0.484863154257475,0.460816706975248,0.396917489173256,0.194615712777036,0.318331411928647
"17",0.483762935129007,0.45912293754299,0.396260861942159,0.194294324770405,0.318010329252675
"18",0.483392775989,0.458886247330496,0.396192755575484,0.195369018195974,0.316589907906925
"19",0.484191843757637,0.458441775693202,0.397986418434673,0.19453061857273,0.319789878498816
"20",0.48433508498129,0.460057894594043,0.395786962348206,0.19703604197322,0.317787064672432
"21",0.48440148155001,0.458916681833004,0.398270596613309,0.194189288764217,0.319465235545138
"22",0.48416286673788,0.457422763337794,0.395763988216068,0.197016107124339,0.317564026416805
"23",0.484150797884723,0.459646872971614,0.397034293992982,0.196114763573544,0.316834109493188
"24",0.483654671045417,0.458829826574225,0.398966903536509,0.197710593676333,0.318734409639613
"25",0.484185780781797,0.460149454965928,0.395656431195369,0.194396488558612,0.319314062841085
"26",0.483644017772051,0.457454935594434,0.396575864871993,0.195047189312223,0.3159618573334
"27",0.483953723283897,0.458627315995518,0.396158511910424,0.194176877123705,0.318314280825343
"28",0.483627323983278,0.459369576004787,0.396735884101092,0.195622912386993,0.317473464940417
"29",0.483350408454642,0.457958985541618,0.398222720202273,0.198198233192395,0.323319757052411
"30",0.484867969536649,0.459530126689697,0.39656471318261,0.19254635249611,0.313737900125383
"31",0.484468714328192,0.459993555538456,0.397658443033338,0.193354386939275,0.320339062100809
"32",0.484176542448278,0.458748017691117,0.397948975620809,0.194482085841932,0.31348052458737
"33",0.484946828013656,0.459105355720826,0.396408713521731,0.190873411263179,0.317179680700338
"34",0.48431449639668,0.459459327514521,0.398059697088499,0.197244869137181,0.320285995797649
"35",0.484122036291229,0.459451751879013,0.397649677174242,0.195125985344018,0.321120232614999
"36",0.484285665681429,0.459115675795267,0.398501973320717,0.195111650258908,0.320109919445113
"37",0.484475851208336,0.45753468944826,0.396053968555536,0.196892031359473,0.317816485600275
"38",0.484553972978553,0.459243817964653,0.39875267266516,0.1940871546028,0.315068738551699
"39",0.48371053777515,0.458672785812352,0.397439135810463,0.200153714344082,0.317549233603974
"40",0.484653114659857,0.457961966577533,0.396556824731349,0.19568856074396,0.317994070909591
"41",0.484328381581263,0.459558139882862,0.396972872584995,0.195372852328018,0.318217430312932
"42",0.484336850108157,0.459290376114668,0.397456615806479,0.198622659731585,0.31576583329817
"43",0.484657732187818,0.460891820232121,0.396690302038557,0.19575150845656,0.317883456375434
"44",0.483769644141843,0.458151899912314,0.397675255630946,0.199223189309387,0.31797662528469
"45",0.48454983038283,0.459512074116408,0.395314654639434,0.191351615050207,0.31328015337851
"46",0.484205631064009,0.458779785841525,0.396719035420326,0.192132011853161,0.31404342092724
"47",0.483897721439791,0.458795439551117,0.395889834855458,0.195090923420034,0.314643795982482
"48",0.483436367965557,0.458982801214675,0.397723732355134,0.198454736416083,0.317069556274352
"49",0.484642933693259,0.459804828435219,0.397859880053339,0.192886025485262,0.314971403290937
"50",0.484355268668921,0.457808717670902,0.396737357432943,0.195657224870498,0.321226209670986
"51",0.484989914889864,0.458213301383604,0.396704516379726,0.194688436723984,0.318410036478299
"52",0.483742966310163,0.457579584180406,0.397937035561538,0.196438514435648,0.319866331346279
"53",0.484409029356641,0.458336333656196,0.396664428309267,0.196078818644675,0.31754958142047
"54",0.484397406418458,0.459030858635259,0.396422823792816,0.198266642187991,0.320301340772261
"55",0.484624393542395,0.458134310906541,0.397187774251105,0.190263323759861,0.309143501270774
"56",0.484469356225538,0.458586180254101,0.396608671178023,0.192603896648706,0.320828243020947
"57",0.483497232775585,0.459179435774451,0.394524166131041,0.198904558432505,0.319420977640723
"58",0.484507895206268,0.458070121840628,0.397988508801098,0.195219308809204,0.314360825341098
"59",0.484465289204701,0.459735447137609,0.397959136094688,0.195404048058177,0.316728302026804
"60",0.483981707796563,0.45841313447848,0.396811149135588,0.193756921546825,0.317896234971437
