"","Entropy1","Complexity1","Entropy2","Complexity2","Entropy3","Complexity3","Entropy4","Complexity4"
"1",0.683258706510356,0.458620832510346,0,0,0,0,0,0
"2",0.684168865586115,0.456993729108448,0,0,0,0,0,0
"3",0.684635170850469,0.45815216605066,0,0,0,0,0,0
"4",0.685789085992676,0.457907695873137,0,0,0,0,0,0
"5",0.680480047266383,0.459739608839003,0,0,0,0,0,0
"6",0.682377938737485,0.459210800741937,0,0,0,0,0,0
"7",0.685521752083941,0.46032805752034,0,0,0,0,0,0
"8",0.684262862502319,0.459555189515654,0,0,0,0,0,0
"9",0.682389151388584,0.458595439972584,0,0,0,0,0,0
"10",0.681740038501564,0.456491968291518,0,0,0,0,0,0
"11",0.683114482954964,0.459276203323787,0,0,0,0,0,0
"12",0.687141203818538,0.459784148478381,0,0,0,0,0,0
"13",0.678263326951217,0.458730556658012,0,0,0,0,0,0
"14",0.683301934171703,0.458362907880593,0,0,0,0,0,0
"15",0.681521619192784,0.457707053192659,0,0,0,0,0,0
"16",0.681297602532834,0.460816706975248,0,0,0,0,0,0
"17",0.687638607752675,0.45912293754299,0,0,0,0,0,0
"18",0.680276199462366,0.458886247330496,0,0,0,0,0,0
"19",0.687006708127706,0.458441775693202,0,0,0,0,0,0
"20",0.679262441949836,0.460057894594043,0,0,0,0,0,0
"21",0.683739478909013,0.458916681833004,0,0,0,0,0,0
"22",0.685718368379332,0.457422763337794,0,0,0,0,0,0
"23",0.682934682635596,0.459646872971614,0,0,0,0,0,0
"24",0.681212697440124,0.458829826574225,0,0,0,0,0,0
"25",0.680610357995077,0.460149454965928,0,0,0,0,0,0
"26",0.682057810980492,0.457454935594434,0,0,0,0,0,0
"27",0.685308716544272,0.458627315995518,0,0,0,0,0,0
"28",0.682152437762836,0.459369576004787,0,0,0,0,0,0
"29",0.676174307927134,0.457958985541618,0,0,0,0,0,0
"30",0.685354430171754,0.459530126689697,0,0,0,0,0,0
"31",0.678786652877721,0.459993555538456,0,0,0,0,0,0
"32",0.686014110017165,0.458748017691117,0,0,0,0,0,0
