"","Entropy1","Complexity1","Entropy2","Complexity2","Entropy3","Complexity3","Entropy4","Complexity4"
"1",0,0,0,0,0.0311484544416435,0.015804905166206,0,0
"2",0,0,0,0,0.0235893900025414,0.012270612724832,0,0
"3",0,0,0,0,0.0308000252227613,0.0156202582438569,0,0
"4",0,0,0,0,0.0239536579926182,0.0124880246408637,0,0
"5",0,0,0,0,0.031088094682419,0.0157680758774098,0,0
"6",0,0,0,0,0.0230299502179495,0.011970940590089,0,0
"7",0,0,0,0,0.031712441413257,0.0160859958418889,0,0
"8",0,0,0,0,0.0237807879456857,0.0123724587455142,0,0
"9",0,0,0,0,0.0314811079668292,0.0159747291571525,0,0
"10",0,0,0,0,0.0239141553710002,0.0124443601126272,0,0
"11",0,0,0,0,0.0309831920450674,0.0157153676933161,0,0
"12",0,0,0,0,0.022196119792222,0.011512313729086,0,0
"13",0,0,0,0,0.0308706631308889,0.0156562855463712,0,0
"14",0,0,0,0,0.0235050218910798,0.0122371855030735,0,0
"15",0,0,0,0,0.0301093708863708,0.0152614132094828,0,0
"16",0,0,0,0,0.0216160920176963,0.0111983070715922,0,0
"17",0,0,0,0,0.0314219058172437,0.0159474938302898,0,0
"18",0,0,0,0,0.0235864375586096,0.0122711790507689,0,0
"19",0,0,0,0,0.0307988766007134,0.0156071612005044,0,0
"20",0,0,0,0,0.0238036463074483,0.0123928778521873,0,0
"21",0,0,0,0,0.0308906555352076,0.0156668406677919,0,0
"22",0,0,0,0,0.0232451838351348,0.0120800413762274,0,0
"23",0,0,0,0,0.0304335274960545,0.0154273604326804,0,0
"24",0,0,0,0,0.0222928988591013,0.0115567626296076,0,0
"25",0,0,0,0,0.0315698251059469,0.016036782546678,0,0
"26",0,0,0,0,0.0239775114835753,0.0125060317460337,0,0
"27",0,0,0,0,0.0316866260740257,0.0160870924763786,0,0
"28",0,0,0,0,0.0244897062083636,0.0127667931129578,0,0
"29",0,0,0,0,0.0298917908158606,0.0151426918022338,0,0
"30",0,0,0,0,0.0235147499096477,0.0122250200123732,0,0
"31",0,0,0,0,0.0311052182139278,0.0157783442584805,0,0
"32",0,0,0,0,0.0233467288896723,0.0121475227267037,0,0
"33",0,0,0,0,0.0317687425043669,0.0161248477529353,0,0
"34",0,0,0,0,0.024152221215151,0.0125904269855349,0,0
"35",0,0,0,0,0.0313746786763428,0.0159200932144956,0,0
"36",0,0,0,0,0.0246253560523611,0.0128448121744932,0,0
"37",0,0,0,0,0.0321361027101263,0.0163263722823075,0,0
"38",0,0,0,0,0.0242848616872028,0.0126520754921227,0,0
"39",0,0,0,0,0.0311360699251994,0.0157921663476405,0,0
"40",0,0,0,0,0.0236438467649957,0.0123013568006993,0,0
"41",0,0,0,0,0.0307931087117574,0.0156147936444561,0,0
"42",0,0,0,0,0.0228258487728054,0.0118640055746028,0,0
"43",0,0,0,0,0.030802274890944,0.0156356675666157,0,0
"44",0,0,0,0,0.0234791603994538,0.0122299128887499,0,0
"45",0,0,0,0,0.0307936857588654,0.0156153474979263,0,0
"46",0,0,0,0,0.0228244639659058,0.0118596851661037,0,0
"47",0,0,0,0,0.030965572719757,0.0157015238125118,0,0
"48",0,0,0,0,0.0239159311216356,0.0124535582765857,0,0
"49",0,0,0,0,0.029907654926422,0.0151463323826982,0,0
"50",0,0,0,0,0.0229939625290254,0.0119521989460901,0,0
"51",0,0,0,0,0.0319480275335964,0.0162214147906014,0,0
"52",0,0,0,0,0.0246479003112864,0.0128616004313502,0,0
"53",0,0,0,0,0.0308263219528713,0.0156273799943279,0,0
"54",0,0,0,0,0.024090896584811,0.0125503062417695,0,0
"55",0,0,0,0,0.0311522585638412,0.0157961694481854,0,0
"56",0,0,0,0,0.0239224020250028,0.0124526858723606,0,0
"57",0,0,0,0,0.0316225401617126,0.0160619833608046,0,0
"58",0,0,0,0,0.0248847798654816,0.0129880754697529,0,0
"59",0,0,0,0,0.030256875988503,0.015317250405697,0,0
"60",0,0,0,0,0.022312185652368,0.011574524938834,0,0
"61",0,0,0,0,0.0310500459064752,0.0157445286929619,0,0
"62",0,0,0,0,0.0237134468593558,0.012336702631436,0,0
"63",0,0,0,0,0.0298573653449377,0.0151146592046061,0,0
"64",0,0,0,0,0.0221355253897012,0.0114811862452615,0,0
"65",0,0,0,0,0.0307961211964793,0.0155975173495876,0,0
"66",0,0,0,0,0.0223930753194506,0.0116179592425292,0,0
"67",0,0,0,0,0.0307816954658927,0.015608716542801,0,0
"68",0,0,0,0,0.0232232143581538,0.0120755741260463,0,0
"69",0,0,0,0,0.0300926450971995,0.0152414594487085,0,0
"70",0,0,0,0,0.02255305278213,0.0117049662363084,0,0
"71",0,0,0,0,0.030972606985454,0.0157077594063387,0,0
"72",0,0,0,0,0.0232479311507913,0.0120927672251727,0,0
"73",0,0,0,0,0.0296066196902221,0.0149877201078604,0,0
"74",0,0,0,0,0.0221548101592555,0.0114934629116537,0,0
"75",0,0,0,0,0.0294318786770273,0.0148921075498817,0,0
"76",0,0,0,0,0.0219534801576201,0.0113862143910372,0,0
"77",0,0,0,0,0.0303877355731858,0.0154077757703099,0,0
"78",0,0,0,0,0.0236445394237048,0.012301192053168,0,0
"79",0,0,0,0,0.0312306070197339,0.0158393769047132,0,0
"80",0,0,0,0,0.0227342839535796,0.0118043137268375,0,0
"81",0,0,0,0,0.0305085487168882,0.0154675089459151,0,0
"82",0,0,0,0,0.0231034312553079,0.0120081685379362,0,0
"83",0,0,0,0,0.0318119872860975,0.0161494186720885,0,0
"84",0,0,0,0,0.0237739484592282,0.0123746735895106,0,0
"85",0,0,0,0,0.0299871570668863,0.0151881057395957,0,0
"86",0,0,0,0,0.0220966692205766,0.0114545149618495,0,0
"87",0,0,0,0,0.0312018041474794,0.0158212073138614,0,0
"88",0,0,0,0,0.024437241117989,0.0127364152563994,0,0
"89",0,0,0,0,0.0304088386865247,0.015405823389493,0,0
"90",0,0,0,0,0.0229953397028279,0.0119523800331104,0,0
"91",0,0,0,0,0.0312523822541072,0.0158567994797359,0,0
"92",0,0,0,0,0.0235594962772068,0.012259061263709,0,0
"93",0,0,0,0,0.0312019181108154,0.0158324384805405,0,0
"94",0,0,0,0,0.0238934290415669,0.0124463216065404,0,0
"95",0,0,0,0,0.031092830315934,0.0157815192876748,0,0
"96",0,0,0,0,0.0245044741918911,0.0127870386081263,0,0
"97",0,0,0,0,0.0306015332495976,0.0154979165564563,0,0
"98",0,0,0,0,0.0228288854989117,0.0118512215361803,0,0
"99",0,0,0,0,0.0301981991061604,0.0152969141579552,0,0
"100",0,0,0,0,0.0222501496114197,0.0115436668391502,0,0
"101",0,0,0,0,0.0303191207450717,0.0153626092546853,0,0
"102",0,0,0,0,0.0223619310872831,0.0115951833113668,0,0
"103",0,0,0,0,0.0313523948512959,0.0159162091471539,0,0
"104",0,0,0,0,0.0250909153769591,0.0130926284988051,0,0
"105",0,0,0,0,0.0310688682532364,0.0157550991887606,0,0
"106",0,0,0,0,0.0236304359842164,0.0122955829724956,0,0
"107",0,0,0,0,0.031162044394469,0.0158088776377247,0,0
"108",0,0,0,0,0.0237381040582418,0.0123564729716831,0,0
"109",0,0,0,0,0.0310786373894827,0.0157731056582407,0,0
"110",0,0,0,0,0.0238524947735678,0.0124265974451821,0,0
"111",0,0,0,0,0.0307110547120644,0.0155678650673618,0,0
"112",0,0,0,0,0.0223551340371478,0.0115997808906813,0,0
"113",0,0,0,0,0.0312484970664464,0.0158671216981737,0,0
"114",0,0,0,0,0.0242769209149746,0.0126575046763205,0,0
"115",0,0,0,0,0.0310744554459587,0.015764110337114,0,0
"116",0,0,0,0,0.0235635479625489,0.0122590441695957,0,0
"117",0,0,0,0,0.030093351327631,0.0152272773616476,0,0
"118",0,0,0,0,0.0221571832367574,0.0114936473193815,0,0
"119",0,0,0,0,0.0306230930492151,0.0155145435364478,0,0
"120",0,0,0,0,0.0235019437353823,0.0122210776561317,0,0
"121",0,0,0,0,0.0306295502081857,0.015534854144897,0,0
"122",0,0,0,0,0.02319861549396,0.0120631073659709,0,0
"123",0,0,0,0,0.0314631920361962,0.0159757231716659,0,0
"124",0,0,0,0,0.0239257537455689,0.0124595923978082,0,0
"125",0,0,0,0,0.0308045437823913,0.0156268669560261,0,0
"126",0,0,0,0,0.0246105516694815,0.0128325228378068,0,0
"127",0,0,0,0,0.030770376063682,0.015600377409497,0,0
"128",0,0,0,0,0.0232440783044903,0.0120877003831426,0,0
"129",0,0,0,0,0.0302444329198591,0.0153188571276599,0,0
"130",0,0,0,0,0.0237182401523648,0.0123443081350472,0,0
"131",0,0,0,0,0.0305945875160759,0.0155070291192333,0,0
"132",0,0,0,0,0.0232121560548524,0.0120694526718778,0,0
"133",0,0,0,0,0.0311195796368997,0.0157914074836528,0,0
"134",0,0,0,0,0.0238327830758921,0.0124045574732243,0,0
"135",0,0,0,0,0.0306851032263069,0.0155351027588951,0,0
"136",0,0,0,0,0.0229720877700966,0.0119339318607858,0,0
"137",0,0,0,0,0.0313500422516737,0.0159136777745072,0,0
"138",0,0,0,0,0.0236991200583208,0.0123419227966623,0,0
"139",0,0,0,0,0.0305920043537578,0.0154946585567819,0,0
"140",0,0,0,0,0.023655557172348,0.0123073027083251,0,0
"141",0,0,0,0,0.0300464841221378,0.0152288972990738,0,0
"142",0,0,0,0,0.0226461579574295,0.0117536151709459,0,0
"143",0,0,0,0,0.0323465614219961,0.016431066670086,0,0
"144",0,0,0,0,0.0240446518372412,0.0125400839476882,0,0
