"","Entropy1","Complexity1","Entropy2","Complexity2","Entropy3","Complexity3","Entropy4","Complexity4"
"1",0,0,0.702962821896516,0.398105194675007,0,0,0,0
"2",0,0,0.703568239206539,0.397442669334781,0,0,0,0
"3",0,0,0.708039111244038,0.396454607695072,0,0,0,0
"4",0,0,0.703202284886246,0.396899764258379,0,0,0,0
"5",0,0,0.704319970964458,0.396933742724566,0,0,0,0
"6",0,0,0.704807079700442,0.396545424423046,0,0,0,0
"7",0,0,0.704788286292876,0.396104376510174,0,0,0,0
"8",0,0,0.704077781330839,0.396056903661009,0,0,0,0
"9",0,0,0.702626379804318,0.394817916769449,0,0,0,0
"10",0,0,0.700136140712003,0.397277832903476,0,0,0,0
"11",0,0,0.702756744743042,0.397891510606374,0,0,0,0
"12",0,0,0.703541451753895,0.395813197727282,0,0,0,0
"13",0,0,0.699937926774946,0.398072986218266,0,0,0,0
"14",0,0,0.702710753168717,0.396401583555683,0,0,0,0
"15",0,0,0.699223977322238,0.396911588047195,0,0,0,0
"16",0,0,0.701224321831206,0.396917489173256,0,0,0,0
"17",0,0,0.704843351819909,0.396260861942159,0,0,0,0
"18",0,0,0.700358431825704,0.396192755575484,0,0,0,0
"19",0,0,0.703573827945917,0.397986418434673,0,0,0,0
"20",0,0,0.700928164579068,0.395786962348206,0,0,0,0
"21",0,0,0.701721842458682,0.398270596613309,0,0,0,0
"22",0,0,0.707579032200226,0.395763988216068,0,0,0,0
"23",0,0,0.701834776833484,0.397034293992982,0,0,0,0
"24",0,0,0.700968390856708,0.398966903536509,0,0,0,0
"25",0,0,0.709175082994578,0.395656431195369,0,0,0,0
"26",0,0,0.700802511837619,0.396575864871993,0,0,0,0
"27",0,0,0.702238360510742,0.396158511910424,0,0,0,0
"28",0,0,0.698932467768216,0.396735884101092,0,0,0,0
"29",0,0,0.698561184161094,0.398222720202273,0,0,0,0
"30",0,0,0.709832033332498,0.39656471318261,0,0,0,0
"31",0,0,0.704457316347394,0.397658443033338,0,0,0,0
"32",0,0,0.705665268299752,0.397948975620809,0,0,0,0
"33",0,0,0.708813037280904,0.396408713521731,0,0,0,0
"34",0,0,0.706066389562755,0.398059697088499,0,0,0,0
"35",0,0,0.700180436493158,0.397649677174242,0,0,0,0
"36",0,0,0.702502099542855,0.398501973320717,0,0,0,0
"37",0,0,0.704061563840744,0.396053968555536,0,0,0,0
"38",0,0,0.702609361232008,0.39875267266516,0,0,0,0
"39",0,0,0.700577766175305,0.397439135810463,0,0,0,0
"40",0,0,0.706730492651699,0.396556824731349,0,0,0,0
"41",0,0,0.70218670830392,0.396972872584995,0,0,0,0
"42",0,0,0.704628482721822,0.397456615806479,0,0,0,0
"43",0,0,0.702100992647541,0.396690302038557,0,0,0,0
"44",0,0,0.701148327742968,0.397675255630946,0,0,0,0
"45",0,0,0.704393030325804,0.395314654639434,0,0,0,0
"46",0,0,0.700021233033541,0.396719035420326,0,0,0,0
"47",0,0,0.703675841082844,0.395889834855458,0,0,0,0
"48",0,0,0.70337299985218,0.397723732355134,0,0,0,0
"49",0,0,0.704833413161527,0.397859880053339,0,0,0,0
"50",0,0,0.707170783913924,0.396737357432943,0,0,0,0
"51",0,0,0.705820525751371,0.396704516379726,0,0,0,0
"52",0,0,0.701404032099557,0.397937035561538,0,0,0,0
"53",0,0,0.706288327549257,0.396664428309267,0,0,0,0
"54",0,0,0.704367242970565,0.396422823792816,0,0,0,0
"55",0,0,0.701201224613441,0.397187774251105,0,0,0,0
"56",0,0,0.708421169442224,0.396608671178023,0,0,0,0
"57",0,0,0.706154320934322,0.394524166131041,0,0,0,0
"58",0,0,0.700364637640356,0.397988508801098,0,0,0,0
