"","Entropy","Complexity"
"1",0.628824735727675,0.484039722835888
"2",0.62867759023474,0.483918185212471
"3",0.628485268213467,0.483813101077011
"4",0.629778330262032,0.48429443067759
"5",0.628556356992851,0.483720351083293
"6",0.62984732407635,0.484591583498396
"7",0.629502640028423,0.484232412696599
"8",0.629660157007315,0.484563592982755
"9",0.629850898845083,0.484386713668245
"10",0.62830913514174,0.483629276783744
"11",0.629565907279129,0.484284097025516
"12",0.630362057388257,0.484659935673546
"13",0.628476820587057,0.483831356601166
"14",0.629854471438378,0.48433748269722
"15",0.629275195523006,0.484036389817792
"16",0.630625705075244,0.484863154257475
"17",0.628512695699068,0.483762935129007
"18",0.627912082992159,0.483392775989
"19",0.629439057253221,0.484191843757637
"20",0.629786083506832,0.48433508498129
"21",0.629794811748491,0.48440148155001
"22",0.628958687299145,0.48416286673788
"23",0.629160590808478,0.484150797884723
"24",0.628420766235883,0.483654671045417
"25",0.629235820615533,0.484185780781797
"26",0.628330724317865,0.483644017772051
"27",0.628908977060091,0.483953723283897
"28",0.628294966797697,0.483627323983278
"29",0.628013425807835,0.483350408454642
"30",0.63073422467511,0.484867969536649
"31",0.630037897501198,0.484468714328192
"32",0.629088057724946,0.484176542448278
"33",0.630796628078706,0.484946828013656
"34",0.629419077832723,0.48431449639668
"35",0.629090852951933,0.484122036291229
"36",0.629568112255484,0.484285665681429
"37",0.62986494601028,0.484475851208336
"38",0.629988540160529,0.484553972978553
"39",0.628594664735447,0.48371053777515
"40",0.630279041165469,0.484653114659857
"41",0.629732334024249,0.484328381581263
"42",0.629589594130285,0.484336850108157
"43",0.63010385110201,0.484657732187818
"44",0.628779782049837,0.483769644141843
"45",0.630005696511806,0.48454983038283
"46",0.629439667794653,0.484205631064009
"47",0.628726555142658,0.483897721439791
"48",0.627629317671066,0.483436367965557
"49",0.630293289987807,0.484642933693259
"50",0.629626551105483,0.484355268668921
"51",0.630939519887195,0.484989914889864
"52",0.628827530724454,0.483742966310163
"53",0.629923550177839,0.484409029356641
"54",0.629881763647967,0.484397406418458
"55",0.630164048364223,0.484624393542395
"56",0.629663590390652,0.484469356225538
"57",0.627887751660657,0.483497232775585
"58",0.6301330020891,0.484507895206268
"59",0.629889222945984,0.484465289204701
"60",0.629217410375719,0.483981707796563
"61",0.628756454379151,0.48391809944892
"62",0.629383358910599,0.484258098171379
"63",0.629238925460099,0.484044605892794
"64",0.629714225435604,0.484386377550266
"65",0.629231747863849,0.48408487513823
"66",0.63004368339083,0.484434324509398
"67",0.63018392516042,0.484562089660965
"68",0.630342062453551,0.484656469443963
"69",0.629082547619056,0.484091905637572
"70",0.630042601215944,0.484512507595186
"71",0.630441847592592,0.484747292844591
"72",0.628353780664155,0.483736415131342
"73",0.62857233026241,0.483805434917968
"74",0.629362732067338,0.484136733911938
"75",0.630188711060829,0.484697790968507
"76",0.628523772833207,0.483648813759182
"77",0.629557799497481,0.484275962249394
"78",0.630781577476868,0.484874583739284
"79",0.62859849503405,0.483843697675117
"80",0.629529164825921,0.484298325011105
"81",0.628813280205748,0.484059526278801
"82",0.629707806087665,0.484164401743544
"83",0.629361370637015,0.484230925303908
"84",0.628276412225551,0.483762623639914
"85",0.630367675950366,0.484706472998028
"86",0.628622985252887,0.483667548742384
"87",0.629381500010883,0.484289773683288
"88",0.629772870083469,0.484346659888723
"89",0.628275830012013,0.483635687297441
"90",0.629874577781724,0.48442369718548
"91",0.628093964132635,0.483608885992114
"92",0.629611793032936,0.484312952149698
"93",0.62885479137931,0.483790449496486
"94",0.628753891365565,0.483857627132796
"95",0.628201707716924,0.483558099383818
"96",0.628850607378815,0.484006314232933
"97",0.629174404105088,0.484134897084148
"98",0.630279128701227,0.484612890954947
"99",0.629583122846475,0.484177670189826
"100",0.629148330366806,0.484201401198807
